0 0 0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
1 1 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEEFF.J.. K99 
1 1 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEEFF.J.. K99 L98 
1 1 0 ..I...BBI.K.GHAAKLGHDDKLG..JEE.FFJ.. K99 L98 F99 
1 1 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEEFF.J.. K99 L98 F99 H99 
1 1 0 ..I...BBI.KLGHAAKLGHDDK.G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEE.FFJ.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K..HAAKLGHDDKLG..JEEGFFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I...BBI.KLGHAAKLGHDDK.G..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEEFF.J.. K99 L99 F99 H99 G99 D99 
2 2 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KL.HAAK.GHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K...AAKLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KL.HAAK.GHDD..G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I..LBBI.KL..AAK.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
5 5 0 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
11 11 0 ..I.K.BBIJKLAA.JKLGDD...GH.EE.GHFF.. K97 L98 F98 H98 G96 D96 A95 J96 I98 E99 B99 
11 11 0 ..IJKLBBIJKL..AAK.GH.DD.GHEE..GFF... K97 L98 F98 H98 G96 D96 A95 J96 I98 E98 B99 
11 11 0 ..I.K.BBIJKLAA.JKLG.DD..GH.EE.GHFF.. K97 L98 F98 H98 G96 D96 A95 J96 I98 E98 B99 
11 11 0 ..I.K.BBI.KLAA.JKLGDDJ..GH..EEGHFF.. K97 L98 F98 H98 G96 D96 A95 J96 I98 E98 B99 
11 11 0 ..I.KLBBIJKLAA.JK.G...DDGH.EE.GHFF.. K97 L98 F98 H98 G96 D96 A95 J96 I98 E98 B99 
11 11 0 ....K.BB.JKLAAIJKLG.I.DDGH.EE.GHFF.. K97 L98 F98 H98 G96 D96 A95 J96 I98 E98 B99 
11 11 0 ..IJ..BBIJKLGAA.KLGDD.K.GHEE...H..FF K97 L98 F98 H98 G96 D96 A95 J96 I98 E98 B99 
11 11 0 ..IJ..BBIJKLGAA.KLGDD.K.GH.EE..H..FF K97 L98 F98 H98 G96 D96 A95 J96 I98 E99 B99 
11 11 0 ..IJ..BBIJKLGAA.KLG.DDK.GH..EE.H..FF K97 L98 F98 H98 G96 D94 A95 J96 I98 E99 B99 
11 11 0 ....KLBB..KL.AAJK.GH.JDDGHI.EEG.I.FF K97 L98 F98 H98 G96 D94 A97 J96 I98 E99 B99 
11 11 0 ..I...BBI.KLGAA.KLGDDJK.GH.JEE.H..FF K97 L98 F98 H98 G96 D94 A97 J93 I98 E99 B99 
11 11 0 ..IJK.BBIJKL.AA.KLGDD...GHEE..GH..FF K97 L98 F98 H98 G96 D94 A97 J93 I98 E98 B99 
11 11 0 ..IJK.BBIJK.GAA.KLGDD..LGH..EE.H.FF. K97 L98 F95 H98 G96 D94 A97 J93 I98 E98 B99 
11 11 0 ..I.K.BBIJKL.AAJKLGDD...GHEE..GHFF.. K97 L98 F95 H98 G96 D95 A97 J93 I98 E98 B99 
11 11 0 ..IJK.BBIJKL.AA.KLGDD...GH.EE.GH..FF K97 L98 F95 H98 G96 D95 A97 J93 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAKLGHDD.LGH..EE...FF. K97 L98 F95 H98 G96 D96 A97 J93 I98 E99 B99 
11 11 0 ....KL.BBJKLAA.JK.G...DDGHI.EEGHI.FF K97 L98 F95 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAKLGH.DDLGH.EE...FF.. K97 L98 F95 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ....KL.BB.KL.AA.K.G..JDDGHIJEEGHI.FF K97 L98 F95 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.GAA.KLGH.DDLGH..EE..FF.. K97 L98 F95 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAKLG..DDLGH..EE.HFF.. K97 L98 F95 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 G...K.G.BBK.GAA.KL.HIDDL.HIJEEFF.J.. K97 L98 F98 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAKLGH.DDLGH.EE....FF. K97 L98 F98 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAK.GH.DDLGHEE.L...FF. K97 L95 F98 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAKLGH.DDLGH..EE....FF K97 L95 F96 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ..IJK.BBIJK.G.AAKLG..DDLGH..EE.H.FF. K97 L95 F96 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ...JK.BB.JKLAA..KLGH..DDGHIEE.G.IFF. K97 L95 F96 H98 G96 D96 A97 J97 I98 E99 B99 
11 11 0 ...JK.BB.JKLAA..KLGH.DD.GHI.EEG.IFF. K97 L95 F96 H98 G96 D97 A97 J97 I98 E99 B99 
11 11 0 ..I..LBBIJKL.AAJK.GDD.K.GH..EEGHFF.. K98 L95 F96 H98 G96 D97 A97 J97 I98 E99 B99 
11 11 0 ...JKLBB.JKLAA..K.GH..DDGHI.EEG.IFF. K98 L98 F96 H98 G96 D97 A97 J97 I98 E99 B99 
11 11 0 ...JK.BB.JKL..AAKLGH..DDGHI.EEG.IFF. K98 L98 F96 H98 G96 D97 A96 J97 I98 E99 B99 
11 11 0 ..I.KLBBIJKLAA.JK.GDD...GH..EEGHFF.. K98 L98 F96 H98 G96 D97 A98 J97 I98 E99 B99 
11 11 0 ...JK..BBJKLAA..KLGH..DDGHI.EEG.IFF. K98 L98 F96 H98 G96 D97 A98 J97 I98 E99 B99 
11 11 0 ..I.KLBBI.KL.AA.K.GDDJ..GH.JEEGHFF.. K98 L98 F96 H98 G96 D97 A98 J95 I98 E99 B99 
11 11 0 ....KL.BB.KLAA..K.G.IJDDGHIJEEGH..FF K98 L98 F96 H98 G96 D97 A98 J95 I95 E99 B99 
11 11 0 ..I.K.BBI.KL.AAJKLGDDJ..GH..EEGH..FF K98 L98 F96 H98 G96 D97 A98 J94 I95 E99 B99 
11 11 0 ....K.BBIJKLAAIJKLGH.DD.GH..EEG.FF.. K98 L98 F96 H98 G96 D97 A98 J94 I95 E99 B99 
11 11 0 ....K.G.BBK.GAA.KLGHIDDL.HIJEEFF.J.. K98 L98 F98 H98 G96 D97 A98 J94 I95 E99 B99 
11 11 0 ....KLG.BBKLGAA.K.GHIDD..HIJEE.FFJ.. K98 L98 F98 H98 G96 D97 A98 J94 I95 E99 B99 
11 11 0 ....K.BBI.KLAAI.KLGH.JDDGH.JEEG.FF.. K98 L98 F98 H98 G96 D97 A98 J97 I95 E99 B99 
11 11 0 ....KLBB..KL.HAAK.GHIJDDG.IJEEG.FF.. K98 L98 F98 H96 G96 D97 A98 J97 I95 E99 B99 
11 11 0 ..IJK.BBIJK..AA.KLGDD..LGH..EEGH..FF K98 L98 F98 H96 G96 D97 A98 J97 I95 E99 B99 
11 11 0 ....KL..BBKLAA.JK.GH.JDDGHI.EEG.I.FF K98 L98 F98 H96 G96 D97 A98 J98 I95 E99 B99 
11 11 0 ....K..BB.KL..AAKLGHIJDDGHIJEEG.FF.. K98 L98 F98 H96 G96 D97 A96 J98 I95 E99 B99 
11 11 0 ....KL..BBKLAA..K.GH.JDDGHIJEEG.IFF. K98 L98 F95 H96 G96 D97 A96 J98 I95 E99 B99 
11 11 0 ..I.KLBBI.KLAA.JK.G..JDDGH.EE.GHFF.. K98 L98 F95 H96 G96 D97 A96 J98 I95 E99 B99 
11 11 0 ....KLBB.JKL.AAJK.G...DDGHI.EEGHIFF. K98 L98 F95 H96 G96 D97 A96 J97 I95 E99 B99 
11 11 0 ....KL..BBKL.AA.K.GH.JDDGHIJEEG.I.FF K98 L98 F95 H96 G96 D97 A97 J97 I95 E99 B99 
11 11 0 ....KL.BB.KL.AA.K.G..JDDGHIJEEGHIFF. K98 L98 F95 H96 G96 D97 A97 J97 I95 E99 B99 
11 11 0 ....K.BB..KLAA.JKLG.IJDDGHIEE.GHFF.. K98 L98 F95 H96 G96 D97 A97 J97 I97 E99 B99 
11 11 0 ....KLBB..KL.AAJK.G..JDDGHI.EEGHIFF. K98 L98 F95 H96 G96 D97 A97 J97 I97 E99 B99 
11 11 0 ....KL.BB.KLAA.JK.G..JDDGHI.EEGHIFF. K98 L98 F95 H96 G96 D97 A97 J97 I97 E99 B99 
11 11 0 ....K.BB..KLAAIJKLG.IJDDGH.EE.GHFF.. K98 L98 F95 H96 G96 D97 A97 J97 I98 E99 B99 
11 11 0 ....KLBB..KLAA.JK.G.IJDDGHI.EEGH.FF. K98 L98 F95 H96 G96 D97 A97 J97 I95 E99 B99 
11 11 0 ....K.BBI.KLAAIJKLG..JDDGH.EE.GHFF.. K98 L98 F95 H96 G96 D97 A97 J97 I99 E99 B99 
11 11 0 ....K.BB..KL.AAJKLGHIJDDGHI.EEG.FF.. K98 L98 F95 H96 G96 D97 A97 J98 I99 E99 B99 
11 11 0 ...JK.BB.JKL.AA.KLGHI.DDGHI.EEG.FF.. K98 L98 F95 H96 G96 D97 A97 J96 I99 E99 B99 
11 11 0 ....K.BB..KLGAA.KLGHIJDDGHIJEE..FF.. K98 L98 F95 H96 G98 D97 A97 J96 I99 E99 B99 
11 11 0 ..IJKLBBIJKL.AA.K.G..DD.GH.EE.GHFF.. K98 L98 F95 H96 G98 D97 A97 J96 I99 E99 B99 
11 11 0 ....K...BBKL.AA.KLGHIJDDGHIJEEG.FF.. K98 L98 F95 H96 G98 D97 A97 J96 I99 E99 B98 
11 11 0 ..IJK.BBIJKLG.AAKLG.DD..GHEE...H..FF K98 L98 F95 H96 G98 D96 A97 J96 I99 E99 B98 
11 11 0 ....K.BB..KL.HAAKLGHIJDDG.IJEEG.FF.. K98 L98 F95 H98 G98 D96 A97 J96 I99 E99 B98 
11 11 0 ..IJK.BBIJKL.AA.KLG.DD..GHEE..GH..FF K98 L98 F95 H98 G98 D96 A97 J96 I99 E99 B98 
11 11 0 ..IJK.BBIJKL..AAKLG...DDGHEE..GH..FF K98 L98 F95 H98 G99 D96 A97 J96 I99 E99 B98 
11 11 0 ....KL..BBKL..AAK.GH.JDDGHIJEEG.I.FF K98 L98 F95 H98 G99 D96 A97 J96 I99 E99 B98 
11 11 0 ....KLBB..KLG.AAK.GH.JDDGHIJEE..I.FF K98 L98 F95 H98 G98 D96 A97 J96 I99 E99 B98 
11 11 0 ..IJKLBBIJKLAA..K.GHDD..GH.EE.G..FF. K98 L98 F95 H98 G98 D96 A97 J96 I99 E99 B98 
11 11 0 ..IJK.BBIJKL.AA.KLG..DD.GHEE..GH..FF K98 L98 F95 H98 G98 D97 A97 J96 I99 E99 B98 
11 11 0 ....KL.BBJKLAA.JK.GH..DDGHI.EEG.IFF. K98 L98 F95 H98 G98 D97 A97 J97 I99 E99 B98 
11 11 0 ..I.K.BBIJKL.AAJKLG...DDGHEE..GH..FF K98 L98 F95 H98 G98 D97 A97 J95 I99 E99 B98 
11 11 0 ..I..LBBIJKLGAAJK.GDD.K.GH.EE..HFF.. K98 L98 F95 H98 G98 D97 A97 J95 I99 E99 B98 
11 11 0 ..I..LBBI.KLGAA.K.GDDJK.GH.JEE.HFF.. K98 L98 F95 H98 G98 D97 A97 J95 I99 E99 B98 
11 11 0 ....KL.BB.KL.AA.K.GH.JDDGHIJEEG.IFF. K98 L98 F95 H98 G98 D97 A97 J95 I99 E99 B98 
11 11 0 ..IJK.BBIJKLAA..KLG...DDGHEE..GH..FF K98 L98 F95 H98 G98 D97 A98 J95 I99 E99 B98 
11 11 0 ....KL.BB.KLAA.JK.GHIJDDGHI.EEG...FF K98 L98 F95 H98 G98 D97 A98 J98 I99 E99 B98 
11 11 0 ...JKL.BBJKLAA..K.GHI.DDGHI.EEG...FF K98 L98 F95 H98 G98 D97 A98 J96 I99 E99 B98 
11 11 0 ....KL..BBKL..AAK.G..JDDGHIJEEGHIFF. K98 L98 F95 H98 G98 D97 A96 J96 I99 E99 B98 
11 11 0 ....KL.BB.KL..AAK.GHIJDDGHIJEEG...FF K98 L98 F95 H98 G98 D97 A96 J96 I99 E99 B98 
11 11 0 ....KL..BBKL.AA.K.G..JDDGHIJEEGHIFF. K98 L98 F95 H98 G98 D97 A97 J96 I99 E99 B98 
11 11 0 ....KL.BB.KLAAIJK.G.IJDDGH..EEGH.FF. K98 L98 F95 H98 G98 D97 A97 J98 I99 E99 B98 
11 11 0 ..I...BBI.KL.AA.KLGHDDK.GH.JEEG..JFF K98 L98 F95 H98 G98 D97 A99 J98 I99 E99 B98 
11 11 0 ..I.K.BBI.K..AA.KLG..DDLGH.JEEGH.JFF K98 L98 F95 H98 G98 D97 A99 J98 I99 E99 B98 
11 11 0 ....KL.BB.KLAAI.K.G.IJDDGH.JEEGH..FF K98 L98 F96 H98 G98 D97 A99 J98 I99 E99 B98 
11 11 0 ..I.K.BBI.KLGAAJKLGDDJ..GHEE...HFF.. K98 L98 F96 H98 G98 D97 A99 J98 I99 E98 B98 
11 11 0 ....KLBB.JKL.AAJK.GHI.DDGHI.EEG...FF K98 L98 F96 H98 G98 D97 A99 J97 I99 E98 B98 
11 11 0 ..I.K.BBI.KLGAA.KLGDDJ..GH.JEE.HFF.. K98 L98 F96 H98 G98 D97 A99 J95 I99 E98 B98 
11 11 0 ....KLBB..KL.AA.K.GHI.DDGHIJEEG..JFF K98 L98 F96 H98 G98 D97 A99 J98 I99 E98 B98 
11 11 0 ....KLBB..KLGAA.K.GHIJDDGHIJEE....FF K98 L98 F96 H98 G98 D97 A99 J98 I99 E98 B98 
11 11 0 ....KL..BBKL.AA.K.GHIJDDGHIJEEG...FF K98 L98 F96 H98 G98 D97 A99 J98 I99 E98 B98 
11 11 0 ..I.K.BBIJKL.AAJKLGH.DD.GH.EE.G.FF.. K98 L98 F96 H98 G98 D95 A99 J98 I99 E98 B98 
11 11 0 ..IJ.LBBIJKL..AAK.GHDDK.GH..EEG..FF. K98 L98 F96 H98 G98 D95 A98 J98 I99 E98 B98 
11 11 0 ..I.K.BBIJKLAA.JKLGHDD..GH.EE.G.FF.. K98 L98 F96 H98 G98 D95 A98 J98 I99 E98 B98 
11 11 0 ..I.K.BBIJK..AAJK.GHDD..GH.EELG.FF.L K98 L96 F96 H98 G98 D95 A98 J98 I99 E98 B98 
11 11 0 ..I.K.BBI.KL.AAJKLGDDJ..GH..EEGHFF.. K98 L96 F96 H98 G99 D95 A98 J98 I99 E98 B98 
11 11 0 ..I...BBIJKL.AAJKLGHDDK.GH.EE.G.FF.. K98 L96 F96 H98 G99 D95 A98 J98 I99 E98 B98 
11 11 0 ..I.K.BBIJK.AA.JKLG..DDLGH..EEGH..FF K98 L96 F96 H98 G99 D95 A98 J98 I99 E98 B98 
11 11 0 ..IJKLBBIJKL..AAK.G..DD.GH..EEGHFF.. K98 L96 F96 H98 G99 D95 A98 J98 I99 E98 B98 
11 11 0 ..IJK.BBIJK.AA..KLGHDD.LGH..EEG..FF. K98 L96 F96 H98 G99 D95 A98 J98 I99 E98 B98 
11 11 0 ....KLBB.JKLAAIJK.G.IDD.GH..EEGH..FF K98 L96 F96 H98 G99 D95 A98 J98 I98 E98 B98 
11 11 0 ....KLBB.JKLAA.JK.G..DD.GHI.EEGHI.FF K98 L96 F96 H98 G99 D95 A98 J98 I96 E98 B98 
11 11 0 ..I.KLBBIJKLAA.JK.GDD...GHEE..GH..FF K98 L96 F96 H98 G99 D95 A98 J98 I96 E98 B98 
11 11 0 ..I.KLBBI.KLAA..K.GDDJ..GH.JEEGH..FF K98 L96 F96 H98 G99 D95 A98 J95 I96 E98 B98 
11 11 0 ..I.KLBBI.KLAA.JK.GDDJ..GH..EEGH..FF K98 L96 F96 H98 G99 D95 A98 J96 I96 E98 B98 
11 11 0 ...JK.BB.JKLAA..KLGH..DDGHI.EEG.I.FF K98 L96 F96 H98 G99 D95 A98 J96 I96 E98 B98 
11 11 0 ..IJK.BBIJKL..AAKLGHDD..GHEE..GFF... K98 L96 F96 H98 G99 D95 A98 J96 I96 E98 B98 
11 11 0 ..IJ..BBIJKL.AA.KLGHDDK.GHEE..GFF... K98 L96 F96 H98 G99 D95 A98 J96 I96 E98 B98 
11 11 0 ....K.BB.JKL.AAJKLG...DDGHI.EEGHIFF. K98 L96 F96 H98 G99 D95 A98 J97 I96 E98 B98 
11 11 0 ....KLBBIJKLAAIJK.GDD...GH..EEGH..FF K98 L96 F96 H98 G99 D95 A98 J97 I99 E98 B98 
11 11 0 ..I..LBBIJKLAA.JK.GDD.K.GH..EEGH..FF K98 L96 F96 H98 G99 D95 A98 J97 I99 E98 B98 
11 11 0 ....K.BB..KLGAA.KLG..JDDGHIJEE.HIFF. K98 L96 F96 H98 G98 D95 A98 J97 I99 E98 B98 
11 11 0 ..IJKLBBIJKL.AA.K.G...DDGHEE..GHFF.. K98 L96 F96 H98 G98 D95 A98 J96 I99 E98 B98 
11 11 0 ..IJK.BBIJKLG.AAKLG..DD.GH.EE..HFF.. K98 L96 F96 H98 G98 D97 A98 J96 I99 E98 B98 
11 11 0 ..IJK.BBIJKLG.AAKLGDD...GH.EE..HFF.. K98 L96 F96 H98 G98 D95 A98 J96 I99 E98 B98 
11 11 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE...JFF K98 L98 F96 H98 G98 D95 A98 J96 I99 E98 B98 
11 11 0 ..I.K.BBI.K..AA.KLGHDD.LGH.JEEG..JFF K98 L98 F96 H98 G98 D95 A98 J96 I99 E98 B98 
11 11 0 ..IJK.BBIJK..AA.K.GHDD.LGHEE.LGFF... K98 L97 F96 H98 G98 D95 A98 J96 I99 E98 B98 
11 11 0 ..IJKLBBIJKLAA..K.G...DDGHEE..GH.FF. K98 L97 F97 H98 G98 D95 A98 J96 I99 E98 B98 
11 11 0 ...JKLBB.JKLAA..K.GH..DDGHIEE.G.I.FF K98 L97 F97 H98 G98 D95 A98 J96 I99 E99 B98 
11 11 0 ..IJK.BBIJK.GHAAK.GH.DD.G..EELFF...L K98 L96 F97 H98 G98 D95 A98 J96 I99 E99 B98 
11 11 0 ...JKLBB.JKL.AA.K.GH..DDGHI.EEG.I.FF K98 L96 F97 H98 G98 D95 A97 J96 I99 E99 B98 
11 11 0 ...JKL.BBJKLAA..K.GH..DDGHI.EEG.I.FF K98 L96 F97 H98 G98 D95 A97 J96 I99 E99 B99 
11 11 0 ...JKLBBIJKLAAI.K.G...DDGHEE..GHFF.. K98 L96 F97 H98 G98 D95 A97 J96 I99 E99 B99 
11 11 0 ..IJKLBBIJKL..AAK.G...DDGHEE..GHFF.. K98 L96 F97 H98 G98 D95 A96 J96 I99 E99 B99 
11 11 0 G...K.G.BBKLG.AAKL.HIDD..HIJEE.FFJ.. K98 L96 F97 H98 G96 D95 A96 J96 I99 E99 B99 
11 11 0 ..I...BBIJKLAA.JKLGDD.K.GH..EEGHFF.. K98 L96 F97 H98 G96 D95 A96 J96 I99 E99 B99 
11 11 0 ....K.G.BBKLG.AAKLGHIDD..HIJEE.FFJ.. K98 L96 F97 H98 G97 D95 A96 J96 I99 E99 B99 
11 11 0 .H..K..HBBKL..AAKLG.IDD.G.IJEEGFFJ.. K98 L96 F97 H96 G97 D95 A96 J96 I99 E99 B99 
11 11 0 ..IJK.BBIJK.GHAAK.GH.DDLG..EELFF.... K98 L97 F97 H96 G97 D95 A96 J96 I99 E99 B99 
11 11 0 ....K.BB..KLAAIJKLG.IJDDGHEE..GHFF.. K98 L97 F97 H96 G97 D95 A96 J96 I99 E98 B99 
11 11 0 ..IJ.LBBIJKL.AA.K.GHDDK.GHEE..G...FF K98 L97 F97 H96 G97 D95 A96 J96 I99 E98 B99 
11 11 0 ..IJK.BBIJK.GHAAKLGH.DDLG..EE.FF.... K98 L98 F97 H96 G97 D95 A96 J96 I99 E98 B99 
11 11 0 ..IJK.BBIJKLGHAAKLGH.DD.G..EE.....FF K98 L98 F96 H96 G97 D95 A96 J96 I99 E98 B99 
11 11 0 ..IJK.BBIJKLGHAAKLGH.DD.GEE...FF.... K98 L98 F96 H96 G97 D95 A96 J96 I99 E97 B99 
11 11 0 ...JK..BBJKLAA..KLG.I.DDGHI.EEGH.FF. K98 L98 F96 H96 G97 D95 A96 J96 I99 E97 B99 
